,text
5818,@ZomatoIN my wife’s Zomato AC is blocked for a order that she had canceled because it was running late. She has inf… https://t.co/3XsnwU7fVk
5819,RT @indianrecipeon: #HappyGaneshChaturthi #GanpatiBappaMorya #ArunJaitleyStepDown #GaneshUtsav #mumbai… https://t.co/AqxYohQ4a9
5820,"@SwiggyCares That was just a casual thing, there was no issue as such. It would have been an issue if the packaging… https://t.co/U8ZXJ9tKtp"
5821,&gt; @zomatocare ordered food from @Theobromachoco using @ZomatoIN app. delivered box with ants all over on brownie. c… https://t.co/MEpuyGKmBO
5822,Marked in yellow she says It is standard preparation and in another message same chat says this rarely happens.… https://t.co/o0EH44UNSv
5823,"@Paytmcare Dude, I just ordered on swiggy and my paytm worked online. Pleeeaaasssseeeee give me a chance to get thi… https://t.co/2LetZzMlUE"
5824,@zomatocare Thanks but I don't have any present issues. But If you can do check my previous experiences with Zomato… https://t.co/Dq4aGcs2Zx
5825,Foodpanda delivery guy was so good looking *///*
5826,@indian_adm @ZomatoIN @Zomato Hey Man! Now that is really sad to hear. Please share your order details with us and… https://t.co/Xh6YsDzIm0
5827,@zomatocare @ZomatoIN @Zomato Sure definitely. will plz send personal msg or i have reply here with details.
5828,@foodpanda your service suck. with even getting the delivery my order is marked delivered
5829,RT @indianrecipeon: #HappyGaneshChaturthi #GanpatiBappaMorya #ArunJaitleyStepDown #GaneshUtsav #mumbai… https://t.co/VJKmenf7wA
5830,@indian_adm @ZomatoIN @Zomato Kindly DM us your details and we shall get this checked! ^ASN
5831,@ypsYash @SwiggyCares @swiggy_in Still not got any response after 20 mails and upload of documents it’s been 1month… https://t.co/k3r64iCRBj
5832,"RT @Rnb129: It's all well to be able to survive on idly/dosa/roti-daal-sabzi/curd rice etc on a normal day, and its perfectly practical too…"
5833,"RT @cheapcheaplah: JSQUARED: $10 off ($25 Minimum Spend, New Customers) or $3 Cashback ($25 Minimum Spend, Existing Customers) at foodpanda…"
5834,@SwiggyCares @swiggy_in Still not got any response after 20 mails and upload of documents it’s been 1month to regis… https://t.co/xerKI30hdR
5835,"😎Back Again! #Foodpanda
Use Code: QUICK 150 OFF (No Min Amount)... Not for who used it yesterday (Make New Account)"
5836,#JazzCash Digitalizes FoodPanda’s Rider Payments https://t.co/NotleKLMNc
5837,JazzCash Digitalizes FoodPanda’s Rider Payments https://t.co/jTtHRo7sEo
5838,"Your favourite #kababs are just one call away. The Great Kabab Factory, #Saket is delivering your favourite #food a… https://t.co/PkCGOjHmcg"
5839,food channel shawarma is on foodpanda now i have officially run out of reasons to leave my house
5840,"RT @Rnb129: It's all well to be able to survive on idly/dosa/roti-daal-sabzi/curd rice etc on a normal day, and its perfectly practical too…"
5841,@SwiggyCares @foodpandaIndia The Swiggy order came with your sticker. Are u acquiring them or they are acquiring yo… https://t.co/tiqFe5Ubm0
5842,JazzCash Digitalizes FoodPanda’s Rider Payments https://t.co/gTvCutnyf3
5843,@zomatocare @ZomatoIN @Zomato Already sent in dm .plz check and reply.asap
5844,RT @indianrecipeon: #HappyGaneshChaturthi #GanpatiBappaMorya #ArunJaitleyStepDown #GaneshUtsav #mumbai… https://t.co/EId51WButm
5845,"@Zomato @zomatocare @ZomatoIN kudos for the sudden change in ur gold policy, nice way of making sure how to not ret… https://t.co/vP9vcfCUq8"
5846,@sonymusicindia @arjunk26 @ParineetiChopra @NamasteEngFilm @RelianceEnt @PenMovies @jayantilalgada @ErosNow… https://t.co/YMNsKG6P2M
5847,"@rijosh @1brahimDXB Not strange at all! AUH is not created equal when it comes to deliveries. 

Try Magnolia Bakery… https://t.co/9sWL6HfFXo"
5848,"RT @Herepaolicious: #เฮียบอกโปร Foodpanda ใจดี สั่ง Bonchon วันนี้ ฟรีค่าส่งไปเลย!! แค่สั่งแล้วรอมาส่งถึงหน้าบ้าน สะดวกสุดไรสุด 
จะสั่งผ่าน…"
5849,"@zomatocare @Theobromachoco @ZomatoIN Order number on Zomato: 1131052888

Bill has been added to media in main twee… https://t.co/BoNaWnjft3"
5850,"RT @BestLootDeal: #FoodPanda Offer :

Food Worth Rs.100 at Just Rs.1

USE Coupon CODE: QUICKIE or QUICK

#Routers #Internet #LOOT #Kesari #…"
5851,"@Lazy_Pay Hi,
I am using lazypay account for Swiggy. I made payment of Rs. 611,transaction details AXI9110000166464… https://t.co/rvolK3yVv7"
5852,JazzCash Digitalizes FoodPanda’s Rider Payments https://t.co/SXTL1AfjuL
5853,JazzCash Digitalizes foodpanda’s Rider Payments - https://t.co/kxcW4F5kuO
5854,"Zomato guy: sir I'm at a crossroads, which road should I take now?
Me: Take the road less travelled by. :))"
5855,RT @nikhilaro: @nikhilcoool06 @foodpandaIndia Let's all boycott FOODPANDA
5856,"I had the most amazing experience with @Zomato. It is a thing of beauty. Such nice people, make you feel so special… https://t.co/WA2ceCS3uy"
5857,"@foodpandaIndia hello cheaters, you're far away from fixing things. At least please refund my money which you promi… https://t.co/9b2fa3sKUB"
5858,"RT @Amazondeals360: #FoodPanda - Get food under 100 at Re.1/-

Use code : QUICKIE

Link : https://t.co/4I57vs8vAC"
5859,@foodpandaIndia While you're working on fixing things from a very long time. Please at least return my money which… https://t.co/0bg9hyNF7H
5860,JazzCash Digitalizes foodpanda’s Rider Payments https://t.co/ZpMqwOieJN
5861,"RT @gentleman_jitu: Me - ""peacefully trying to watch a video on YouTube""
Zomato ad - https://t.co/gNJAxU67qP"
5862,"@DunzoIt very unpredictable service persons, unreliable service... surly will loose business.
They are becoming cho… https://t.co/x8q2wrUTsx"
5863,Forget iPhone but Zomato Gold membership has become so expensive😱😱
5864,"@Uber_Support Which type of info you want
Stale food delivered to me 
Bad quality
Aapse acha to SWIGGY WALE dete h"
5865,"@DunzoIt very unpredictable service persons, unreliable service... surly will loose business.
They are becoming cho… https://t.co/zowzf7k4LV"
5866,"Nourish’d Eatery at Horsham on @Zomato! 
https://t.co/caS69fDXJz. Omg so good!!! #buckweatpancakes"
5867,"Every single IT guy: bhai zomato gold ka id pass de na.

Now every single IT guy: bhai ye itna expensive kyu kar diya zomato gold"
5868,"I just order pizza from @Zomato,which is really a reputed company. But today i found there service really bad. It i… https://t.co/jDOuCFv6Ut"
5869,foodpanda gives out the biggest discounts on food you love this September! https://t.co/Zi2OctUiTR https://t.co/zAEdiG53Np
5870,Zomato is loooouuuvvvv!!!
5871,The best thing restaurants are doing is checking aadhar card when u show zomato gold id. People were literally milk… https://t.co/kLHNecHL30
5872,Wish you could enjoy delicious food not just on your first order online but the next ones too? Now you can only wit… https://t.co/cWRYseAVZK
5873,@swiggy_in @SwiggyCares time shown was 34 mins. And it’s still 20 mins past it. Never using Swiggy again https://t.co/807gB59zrU
5874,"Yung Zomato madamot sa info, kelangan talaga idownload yung app bago ka nila masagot."
5875,"@foodpandaIndia Very disappointing. Twice in 10 days, money deducted, delivery not happened and yet no response fro… https://t.co/Ada4sMBxn9"
5876,"Things to learn from Lord #Ganesha 
Pic : @Zomato https://t.co/HYR1rIIbgR"
5877,RT @chiragbarjatyaa: The best thing restaurants are doing is checking aadhar card when u show zomato gold id. People were literally milking…
5878,@HarshJa01654219 @Zomato Hey Harsh! That's not really good to hear. Mind sharing the order number so that we can have a look at this. *VS
5879,"RT @HarshJa01654219: I just order pizza from @Zomato,which is really a reputed company. But today i found there service really bad. It is v…"
5880,"@TangledMemoria @ZomatoIN @SUBWAY @swiggy_in The receipt reads - delivered by Zomato. Funny. 

But this happens a l… https://t.co/lD8hcXgVvk"
5881,"@foodpandaIndia It's for your reference. Time to uninstall Foodpanda, I was having high hopes when you came back to… https://t.co/4h6KBuih7C"
5882,"@shrikantdavare our partners work on volunteer basis where they come online whenever they are pleased to, hence we… https://t.co/74cdR03gu1"
5883,RT @chiragbarjatyaa: The best thing restaurants are doing is checking aadhar card when u show zomato gold id. People were literally milking…
5884,RT @TangledMemoria: So i ordered from @ZomatoIN today for @SUBWAY and they used this tape which i feel basically is from @swiggy_in and the…
5885,@zomatocare @Zomato Order no. 1461910237.
5886,"Maestro's at the Straz Center, Tampa, Tampa Bay - Urbanspoon/Zomato
https://t.co/WVUhO9U8Ai"
5887,RT @docAripta: Zomato is loooouuuvvvv!!!
5888,Now Zomato Gold can be used by only one person if there are between 2 to 3 people on a table! What a stupid policy… https://t.co/NONAu1oNKW
5889,@HarshJa01654219 @Zomato Thanks for sharing the details. We will be reaching out to you shortly.
5890,@zomato should have applied this rule for new subscriptions or renewals instead of forcing this on people who put t… https://t.co/dvQlQ8m99H
5891,#Foodpanda New Users Loot – 100% Off Upto Rs.200 – JAI100 Promo Code https://t.co/COhoJpxkwa #gosfsale #dailydeal
5892,"RT @RishabhDua93: @zomatocare @ZomatoIN Hi, I want a refund for my Zomato gold membership, I bought it at a separate set of T&amp;C's we have t…"
5893,@amit_meena https://t.co/aLUSkNyZb4
5894,@docAripta Swiggy is.
5895,@SwiggyCares Thanks swiggy.....🙂
5896,@deepigoyal Can you atleast spare some time and resolve customer issues in existing locations...It's been 48 hours… https://t.co/d2A01kKAtA
5897,"@Zomato ऐसे काम कैसे चलेगा भाई।
https://t.co/TNiiZl5O1W"
5898,will anyone foodpanda me mcdonalds on my birthday pls and thank u 24th september ya
5899,"It’s 6:28PM and order time 1:54PM.
I knew it’s into space. 
The worst food-delivery app. @foodpandaIndia… https://t.co/Qn8PYJ99yv"
5900,"Ayam geprek / Mashed chicken with mozzarella cheese
#wisataseruku
#buzzfeedfood 
#zomato 
#zomatoid

.
.… https://t.co/QhgzKDGVQb"
5901,"We thank you for all your reviews on Zomato!

https://t.co/bm0VxDHESx
Tel: 01 382 212
Badaro, Rue Georges Catroux… https://t.co/MboKKn3l9C"
5902,"@zomatocare 
Hi, I had received stale lava jar and the zomato chat support are not responding since ages. Please lo… https://t.co/vrZIJINbVb"
5903,"Food is inclusive, nothing exclusive about it.
FoodPanda
@foodpandaIndia https://t.co/hLAnpUkkOx"
5904,This Vista visit the Zomato Food Village at #IIMBangalore and satify the most diverse of your food cravings! Everyt… https://t.co/7t1mCASQeL
5905,@foodpandaIndia This is Foodpanda service in capital of India. in 2 hours order is still not delivered https://t.co/GoKSEcKxxq
5906,@foodpandaIndia Worst customer experiance. Still waiting for my refund. Never gonna be use your service again. Food… https://t.co/B09bXhuiZV
5907,@Zomato such a bad service you are not even replying to customers
5908,"@ZomatoIN Don't act 
You cheated me Zomato"
5909,Anyone have a first time order foodpanda voucher???
5910,@Zomato @ZomatoGold @ZomatoIN Zomato gold policy changed a day after I purchased! Why suddenly fleecing customers?
5911,@foodpandaIndia hello foodpanda i ordered some noodles from your app but the delivery boy updated delivered. but i… https://t.co/LDH4g2QcA0
5912,"@SwiggyCares @swiggy_in I have noticed that non-veg food(south indian chiken curry) is also marked veg in ""swiggy p… https://t.co/JAbRqGgYCu"
5913,#zomatogoldcheater
5914,RT @TangledMemoria: So i ordered from @ZomatoIN today for @SUBWAY and they used this tape which i feel basically is from @swiggy_in and the…
5915,ooh foodpanda does but not in my city i’m sad
5916,"RT @Rnb129: It's all well to be able to survive on idly/dosa/roti-daal-sabzi/curd rice etc on a normal day, and its perfectly practical too…"
5917,@zomatocare
5918,@Zomato @ZomatoIN ordered tea and snacks received only snacks and neither restaurant nor delivery person is accepting mistake. WTF!
5919,ขี้เกียจถึงขนาดต้องสั่งfoodpanda...
5920,"@pragatirastogi2 @Zomato @ZomatoIN Woah! India's national drink is missing, we can't sit in silence. Just share the… https://t.co/Gp9zDTt7hK"
5921,@zomatocare @Zomato @ZomatoIN https://t.co/hj3OszPuGp
5922,RT @joogasama: alternate headline: freeloaders get mad when free shit gets taken away. how sad https://t.co/Jk8Ge5V5zS
5923,@DoctorrSays Swiggy zomato pe list kardo
5924,@zomatocare @Zomato @ZomatoIN Make up for complete order. All snacks got cold coz restaurant promised to send but refused after half hr☹️
5925,Wow theyre reunited and ordering foodpanda w/o any clothes on https://t.co/YZTEGQX6uT
5926,This is how #zomato @ZomatoIN do. As soon as you go for a discount  offer they eliminate the discounted price. Resu… https://t.co/0sdjPGUe1u
5927,RT @joogasama: alternate headline: freeloaders get mad when free shit gets taken away. how sad https://t.co/Jk8Ge5V5zS
5928,"@joogasama A) first of all, zomato loses no money on this as they were never footing or supporting restaurants in a… https://t.co/G16T40VM2j"
5929,RT @TangledMemoria: So i ordered from @ZomatoIN today for @SUBWAY and they used this tape which i feel basically is from @swiggy_in and the…
5930,If you want be successful and profitable like UberEats and Zomato. Launch your online food ordering marketplace wit… https://t.co/JSxp8x1par
5931,"KL privilege. Honestbee, foodpanda, grabfood apa lagi?????"
5932,@swiggy_in Still not got any response after 20 mails and upload of documents it’s been 1month to register our new o… https://t.co/iywPcFbRrA
5933,"RT @sayshrii: It’s 6:28PM and order time 1:54PM.
I knew it’s into space. 
The worst food-delivery app. @foodpandaIndia 

#Foodpanda https:/…"
5934,RT @pratyushdixit: Hey @gourmetpssprt why dont you join hands with the customers who were cheated by @ZomatoIN ? #Zomato not only sold ponz…
5935,1/5 #Review on #Foodpanda by abhayrnjn37 : Bad-and-worst-service-Food-Panda - https://t.co/6qcztZZhR1
5936,hey @Olacabs The order was done after your notification...Seems like prank from Ola and foodpanda
5937,💳WE NOW ACCEPT CREDIT CARD PAYMENTS! Order Online on Zomato from over 500 restaurants. USE CODE: GRUB to get 30% of… https://t.co/CpDqiyyNbA
5938,RT @ZomatoQA: 💳WE NOW ACCEPT CREDIT CARD PAYMENTS! Order Online on Zomato from over 500 restaurants. USE CODE: GRUB to get 30% off on your…
5939,"One of the worst app for food delivery @foodpandaIndia.
I ordered from foodpanda yesterday at around 11:30 am aroun… https://t.co/LZTcvQuTuw"
5940,@sairamreddy1992 @SharathsaiH https://t.co/yDJMWKgGx2
5941,"Still no reply from @foodpandaIndia, my order is marked delivered and didn’t got it yet, but no one is listening #fake #foodpanda"
5942,@swiggy_in Hi! Can dine in order be placed with Swiggy? I only see options to select delivery address
5943,My rajasthani bati the Ganesh Chaturthi special to my loving ganpati bappa moriya and gatta curry for special occas… https://t.co/4qKM0NoUS2
5944,"@ZomatoIN mene @ZomatoIN  pe order kiya tha toh delievery pura order mahi hua,complain karne ke baad myje Zomato cr… https://t.co/XAFc4BBf6b"
5945,"Foodpanda: Flat 50% Off on all orders upto 120

Code: CRAVEHOUR

valid for today"
5946,@foodpandaIndia Yes ordering food was never so simple! Once you order you can't track and no response from customer… https://t.co/j7Qi7CcEuj
